Segment,Country,Product,Discount_Band,Units_Sold,Manufacturing_Price,Sale_Price,Gross_Sales,Discounts,Sales,COGS,Profit,Date,Month_Number,Month_Name,Year,Profit_Margin_Pct,Gross_Margin_Pct,Discount_Pct,Unit_Profit,Unit_Cost,Markup_Pct,Contribution_Margin,Contribution_Margin_Pct,Quarter,Week,Day_of_Week,Is_Weekend,Fiscal_Year,Year_Month,Revenue_Category,Profit_Category,Discount_Tier,Sales_Per_Unit,COGS_Per_Unit,Discount_Per_Unit,Is_High_Margin,Is_Loss,Is_Heavy_Discount
Channel Partners,Mexico,Vtt,High,1005,250,12,12060.0,1326.6,10733.4,3015.0,7718.4,2013-01-09,9,September,2013,71.91,71.91,11.0,7.68,3.0,-95.2,7718.4,71.91,1,2,Wednesday,0,2014,2013-01,Medium,Medium Profit,High Discount,10.68,3.0,1.32,1,0,0
Midmarket,United States Of America,Amarilla,High,3199,260,15,47992.5,5279.18,42713.32,31995.0,10718.330000000002,2014-01-07,7,July,2014,25.09,25.09,11.0,3.35,10.0,-94.23,10718.32,25.09,1,2,Tuesday,0,2015,2014-01,Medium,Medium Profit,High Discount,13.35,10.0,1.65,0,0,0
Channel Partners,Germany,Amarilla,High,472,260,12,5664.0,623.04,5040.96,1416.0,3624.96,2014-01-10,10,October,2014,71.91,71.91,11.0,7.68,3.0,-95.38,3624.96,71.91,1,2,Friday,0,2015,2014-01,Small,Low Profit,High Discount,10.68,3.0,1.32,1,0,0
Channel Partners,Canada,Carretera,High,1937,3,12,23244.0,2556.84,20687.16,5811.0,14876.16,2014-01-02,2,February,2014,71.91,71.91,11.0,7.68,3.0,300.0,14876.16,71.91,1,1,Thursday,0,2014,2014-01,Medium,Medium Profit,High Discount,10.68,3.0,1.32,1,0,0
Government,Germany,Carretera,High,792,3,350,277200.0,30492.0,246708.0,205920.0,40788.0,2014-01-03,3,March,2014,16.53,16.53,11.0,51.5,260.0,11566.67,40788.0,16.53,1,1,Friday,0,2014,2014-01,Enterprise,High Profit,High Discount,311.5,260.0,38.5,0,0,0
Small Business,Germany,Carretera,High,2811,3,300,843300.0,92763.0,750537.0,702750.0,47787.0,2014-01-07,7,July,2014,6.37,6.37,11.0,17.0,250.0,9900.0,47787.0,6.37,1,2,Tuesday,0,2015,2014-01,Enterprise,High Profit,High Discount,267.0,250.0,33.0,0,0,0
Enterprise,France,Carretera,High,2441,3,125,305125.0,33563.75,271561.25,292920.0,-21358.75,2014-01-10,10,October,2014,-7.87,-7.87,11.0,-8.75,120.0,4066.67,-21358.75,-7.87,1,2,Friday,0,2015,2014-01,Enterprise,Loss,High Discount,111.25,120.0,13.75,0,1,0
Midmarket,Canada,Carretera,High,1560,3,15,23400.0,2574.0,20826.0,15600.0,5226.0,2013-01-11,11,November,2013,25.09,25.09,11.0,3.35,10.0,400.0,5226.0,25.09,1,2,Friday,0,2014,2013-01,Medium,Medium Profit,High Discount,13.35,10.0,1.65,0,0,0
Government,Mexico,Carretera,High,2706,3,7,18942.0,2083.62,16858.38,13530.0,3328.380000000001,2013-01-11,11,November,2013,19.74,19.74,11.0,1.23,5.0,133.33,3328.380000000001,19.74,1,2,Friday,0,2014,2013-01,Medium,Low Profit,High Discount,6.23,5.0,0.77,0,0,0
Government,Germany,Montana,High,766,5,350,268100.0,29491.0,238609.0,199160.0,39449.0,2014-01-01,1,January,2014,16.53,16.53,11.0,51.5,260.0,6900.0,39449.0,16.53,1,1,Wednesday,0,2014,2014-01,Enterprise,High Profit,High Discount,311.5,260.0,38.5,0,0,0
Government,Germany,Montana,High,2992,5,20,59840.0,6582.4,53257.6,29920.0,23337.6,2013-01-10,10,October,2013,43.82,43.82,11.0,7.8,10.0,300.0,23337.6,43.82,1,2,Thursday,0,2014,2013-01,Large,High Profit,High Discount,17.8,10.0,2.2,1,0,0
Midmarket,Mexico,Montana,High,2157,5,15,32355.0,3559.05,28795.95,21570.0,7225.950000000001,2014-01-12,12,December,2014,25.09,25.09,11.0,3.35,10.0,200.0,7225.950000000001,25.09,1,2,Sunday,1,2015,2014-01,Medium,Medium Profit,High Discount,13.35,10.0,1.65,0,0,0
Small Business,Canada,Paseo,High,873,10,300,261900.0,28809.0,233091.0,218250.0,14841.0,2014-01-01,1,January,2014,6.37,6.37,11.0,17.0,250.0,2900.0,14841.0,6.37,1,1,Wednesday,0,2014,2014-01,Enterprise,Medium Profit,High Discount,267.0,250.0,33.0,0,0,0
Government,Mexico,Paseo,High,1122,10,20,22440.0,2468.4,19971.6,11220.0,8751.599999999999,2014-01-03,3,March,2014,43.82,43.82,11.0,7.8,10.0,100.0,8751.599999999999,43.82,1,1,Friday,0,2014,2014-01,Medium,Medium Profit,High Discount,17.8,10.0,2.2,1,0,0
Government,Canada,Paseo,High,2104,10,350,736575.0,81023.25,655551.75,547170.0,108381.75,2014-01-07,7,July,2014,16.53,16.53,11.0,51.51,260.06,3400.0,108381.75,16.53,1,2,Tuesday,0,2015,2014-01,Enterprise,High Profit,High Discount,311.57,260.06,38.51,0,0,0
Channel Partners,Canada,Paseo,High,4026,10,12,48312.0,5314.32,42997.68,12078.0,30919.68,2014-01-07,7,July,2014,71.91,71.91,11.0,7.68,3.0,20.0,30919.68,71.91,1,2,Tuesday,0,2015,2014-01,Medium,High Profit,High Discount,10.68,3.0,1.32,1,0,0
Channel Partners,France,Paseo,High,2425,10,12,29106.0,3201.66,25904.34,7276.5,18627.84,2014-01-07,7,July,2014,71.91,71.91,11.0,7.68,3.0,20.0,18627.84,71.91,1,2,Tuesday,0,2015,2014-01,Medium,Medium Profit,High Discount,10.68,3.0,1.32,1,0,0
Government,Canada,Paseo,High,2394,10,20,47880.0,5266.8,42613.2,23940.0,18673.2,2014-01-08,8,August,2014,43.82,43.82,11.0,7.8,10.0,100.0,18673.199999999997,43.82,1,2,Wednesday,0,2015,2014-01,Medium,Medium Profit,High Discount,17.8,10.0,2.2,1,0,0
Midmarket,Mexico,Paseo,High,1984,10,15,29760.0,3273.6,26486.4,19840.0,6646.4000000000015,2014-01-08,8,August,2014,25.09,25.09,11.0,3.35,10.0,50.0,6646.4000000000015,25.09,1,2,Wednesday,0,2015,2014-01,Medium,Medium Profit,High Discount,13.35,10.0,1.65,0,0,0
Enterprise,France,Paseo,High,2441,10,125,305125.0,33563.75,271561.25,292920.0,-21358.75,2014-01-10,10,October,2014,-7.87,-7.87,11.0,-8.75,120.0,1150.0,-21358.75,-7.87,1,2,Friday,0,2015,2014-01,Enterprise,Loss,High Discount,111.25,120.0,13.75,0,1,0
Government,Germany,Paseo,High,2992,10,20,59840.0,6582.4,53257.6,29920.0,23337.6,2013-01-10,10,October,2013,43.82,43.82,11.0,7.8,10.0,100.0,23337.6,43.82,1,2,Thursday,0,2014,2013-01,Large,High Profit,High Discount,17.8,10.0,2.2,1,0,0
Small Business,Canada,Paseo,High,1366,10,300,409800.0,45078.0,364722.0,341500.0,23222.0,2014-01-11,11,November,2014,6.37,6.37,11.0,17.0,250.0,2900.0,23222.0,6.37,1,2,Saturday,1,2015,2014-01,Enterprise,High Profit,High Discount,267.0,250.0,33.0,0,0,0
Government,France,Velo,High,2805,120,20,56100.0,6171.0,49929.0,28050.0,21879.0,2013-01-09,9,September,2013,43.82,43.82,11.0,7.8,10.0,-83.33,21879.0,43.82,1,2,Wednesday,0,2014,2013-01,Medium,High Profit,High Discount,17.8,10.0,2.2,1,0,0
Midmarket,Mexico,Velo,High,655,120,15,9825.0,1080.75,8744.25,6550.0,2194.25,2013-01-09,9,September,2013,25.09,25.09,11.0,3.35,10.0,-87.5,2194.25,25.09,1,2,Wednesday,0,2014,2013-01,Small,Low Profit,High Discount,13.35,10.0,1.65,0,0,0
Government,Mexico,Velo,High,344,120,350,120400.0,13244.0,107156.0,89440.0,17716.0,2013-01-10,10,October,2013,16.53,16.53,11.0,51.5,260.0,191.67,17716.0,16.53,1,2,Thursday,0,2014,2013-01,Enterprise,Medium Profit,High Discount,311.5,260.0,38.5,0,0,0
Government,Canada,Velo,High,1808,120,7,12656.0,1392.16,11263.84,9040.0,2223.84,2014-01-11,11,November,2014,19.74,19.74,11.0,1.23,5.0,-94.17,2223.84,19.74,1,2,Saturday,1,2015,2014-01,Medium,Low Profit,High Discount,6.23,5.0,0.77,0,0,0
Channel Partners,France,Vtt,High,1734,250,12,20808.0,2288.88,18519.12,5202.0,13317.12,2014-01-01,1,January,2014,71.91,71.91,11.0,7.68,3.0,-95.2,13317.119999999999,71.91,1,1,Wednesday,0,2014,2014-01,Medium,Medium Profit,High Discount,10.68,3.0,1.32,1,0,0
Enterprise,Mexico,Vtt,High,554,250,125,69250.0,7617.5,61632.5,66480.0,-4847.5,2014-01-01,1,January,2014,-7.87,-7.87,11.0,-8.75,120.0,-50.0,-4847.5,-7.87,1,1,Wednesday,0,2014,2014-01,Large,Loss,High Discount,111.25,120.0,13.75,0,1,0
Government,Canada,Vtt,High,2935,250,20,58700.0,6457.0,52243.0,29350.0,22893.0,2013-01-11,11,November,2013,43.82,43.82,11.0,7.8,10.0,-92.0,22893.0,43.82,1,2,Friday,0,2014,2013-01,Large,High Profit,High Discount,17.8,10.0,2.2,1,0,0
Enterprise,Germany,Amarilla,High,3165,260,125,395625.0,43518.75,352106.25,379800.0,-27693.75,2014-01-01,1,January,2014,-7.87,-7.87,11.0,-8.75,120.0,-51.92,-27693.75,-7.87,1,1,Wednesday,0,2014,2014-01,Enterprise,Loss,High Discount,111.25,120.0,13.75,0,1,0
Government,Mexico,Amarilla,High,2629,260,20,52580.0,5783.8,46796.2,26290.0,20506.2,2014-01-01,1,January,2014,43.82,43.82,11.0,7.8,10.0,-92.31,20506.199999999997,43.82,1,1,Wednesday,0,2014,2014-01,Medium,High Profit,High Discount,17.8,10.0,2.2,1,0,0
Enterprise,France,Amarilla,High,1433,260,125,179125.0,19703.75,159421.25,171960.0,-12538.75,2014-01-05,5,May,2014,-7.87,-7.87,11.0,-8.75,120.0,-51.92,-12538.75,-7.87,1,1,Sunday,1,2015,2014-01,Enterprise,Loss,High Discount,111.25,120.0,13.75,0,1,0
Enterprise,Mexico,Amarilla,High,947,260,125,118375.0,13021.25,105353.75,113640.0,-8286.25,2013-01-09,9,September,2013,-7.87,-7.87,11.0,-8.75,120.0,-51.92,-8286.25,-7.87,1,2,Wednesday,0,2014,2013-01,Enterprise,Loss,High Discount,111.25,120.0,13.75,0,1,0
Government,Mexico,Amarilla,High,344,260,350,120400.0,13244.0,107156.0,89440.0,17716.0,2013-01-10,10,October,2013,16.53,16.53,11.0,51.5,260.0,34.62,17716.0,16.53,1,2,Thursday,0,2014,2013-01,Enterprise,Medium Profit,High Discount,311.5,260.0,38.5,0,0,0
Midmarket,Mexico,Amarilla,High,2157,260,15,32355.0,3559.05,28795.95,21570.0,7225.950000000001,2014-01-12,12,December,2014,25.09,25.09,11.0,3.35,10.0,-94.23,7225.950000000001,25.09,1,2,Sunday,1,2015,2014-01,Medium,Medium Profit,High Discount,13.35,10.0,1.65,0,0,0
Government,United States Of America,Paseo,High,380,10,7,2660.0,292.6,2367.4,1900.0,467.4000000000001,2013-01-09,9,September,2013,19.74,19.74,11.0,1.23,5.0,-30.0,467.4000000000001,19.74,1,2,Wednesday,0,2014,2013-01,Small,Low Profit,High Discount,6.23,5.0,0.77,0,0,0
Government,Mexico,Carretera,High,886,3,350,310100.0,37212.0,272888.0,230360.0,42528.0,2014-01-06,6,June,2014,15.58,15.58,12.0,48.0,260.0,11566.67,42528.0,15.58,1,2,Monday,0,2015,2014-01,Enterprise,High Profit,High Discount,308.0,260.0,42.0,0,0,0
Enterprise,Canada,Carretera,High,2416,3,125,302000.0,36240.0,265760.0,289920.0,-24160.0,2013-01-09,9,September,2013,-9.09,-9.09,12.0,-10.0,120.0,4066.67,-24160.0,-9.09,1,2,Wednesday,0,2014,2013-01,Enterprise,Loss,High Discount,110.0,120.0,15.0,0,1,0
Enterprise,Mexico,Carretera,High,2156,3,125,269500.0,32340.0,237160.0,258720.0,-21560.0,2014-01-10,10,October,2014,-9.09,-9.09,12.0,-10.0,120.0,4066.67,-21560.0,-9.09,1,2,Friday,0,2015,2014-01,Enterprise,Loss,High Discount,110.0,120.0,15.0,0,1,0
Midmarket,Canada,Carretera,High,2689,3,15,40335.0,4840.2,35494.8,26890.0,8604.800000000003,2014-01-11,11,November,2014,24.24,24.24,12.0,3.2,10.0,400.0,8604.800000000003,24.24,1,2,Saturday,1,2015,2014-01,Medium,Medium Profit,High Discount,13.2,10.0,1.8,0,0,0
Midmarket,United States Of America,Montana,High,677,5,15,10155.0,1218.6,8936.4,6770.0,2166.4,2014-01-03,3,March,2014,24.24,24.24,12.0,3.2,10.0,200.0,2166.3999999999996,24.24,1,1,Friday,0,2014,2014-01,Small,Low Profit,High Discount,13.2,10.0,1.8,0,0,0
Small Business,France,Montana,High,1773,5,300,531900.0,63828.0,468072.0,443250.0,24822.0,2014-01-04,4,April,2014,5.3,5.3,12.0,14.0,250.0,5900.0,24822.0,5.3,1,1,Saturday,1,2015,2014-01,Enterprise,High Profit,High Discount,264.0,250.0,36.0,0,0,0
Government,Mexico,Montana,High,2420,5,7,16940.0,2032.8,14907.2,12100.0,2807.2000000000007,2014-01-09,9,September,2014,18.83,18.83,12.0,1.16,5.0,40.0,2807.2000000000007,18.83,1,2,Thursday,0,2015,2014-01,Medium,Low Profit,High Discount,6.16,5.0,0.84,0,0,0
Government,Canada,Montana,High,2734,5,7,19138.0,2296.56,16841.44,13670.0,3171.4399999999987,2014-01-10,10,October,2014,18.83,18.83,12.0,1.16,5.0,40.0,3171.4399999999987,18.83,1,2,Friday,0,2015,2014-01,Medium,Low Profit,High Discount,6.16,5.0,0.84,0,0,0
Government,Mexico,Montana,High,1715,5,20,34300.0,4116.0,30184.0,17150.0,13034.0,2013-01-10,10,October,2013,43.18,43.18,12.0,7.6,10.0,300.0,13034.0,43.18,1,2,Thursday,0,2014,2013-01,Medium,Medium Profit,High Discount,17.6,10.0,2.4,1,0,0
Small Business,France,Montana,High,1186,5,300,355800.0,42696.0,313104.0,296500.0,16604.0,2013-01-12,12,December,2013,5.3,5.3,12.0,14.0,250.0,5900.0,16604.0,5.3,1,2,Saturday,1,2014,2013-01,Enterprise,Medium Profit,High Discount,264.0,250.0,36.0,0,0,0
Small Business,United States Of America,Paseo,High,3495,10,300,1048500.0,125820.0,922680.0,873750.0,48930.0,2014-01-01,1,January,2014,5.3,5.3,12.0,14.0,250.0,2900.0,48930.0,5.3,1,1,Wednesday,0,2014,2014-01,Enterprise,High Profit,High Discount,264.0,250.0,36.0,0,0,0
Government,Mexico,Paseo,High,886,10,350,310100.0,37212.0,272888.0,230360.0,42528.0,2014-01-06,6,June,2014,15.58,15.58,12.0,48.0,260.0,3400.0,42528.0,15.58,1,2,Monday,0,2015,2014-01,Enterprise,High Profit,High Discount,308.0,260.0,42.0,0,0,0
Enterprise,Mexico,Paseo,High,2156,10,125,269500.0,32340.0,237160.0,258720.0,-21560.0,2014-01-10,10,October,2014,-9.09,-9.09,12.0,-10.0,120.0,1150.0,-21560.0,-9.09,1,2,Friday,0,2015,2014-01,Enterprise,Loss,High Discount,110.0,120.0,15.0,0,1,0
Government,Mexico,Paseo,High,905,10,20,18100.0,2172.0,15928.0,9050.0,6878.0,2014-01-10,10,October,2014,43.18,43.18,12.0,7.6,10.0,100.0,6878.0,43.18,1,2,Friday,0,2015,2014-01,Medium,Medium Profit,High Discount,17.6,10.0,2.4,1,0,0
Government,Mexico,Paseo,High,1715,10,20,34300.0,4116.0,30184.0,17150.0,13034.0,2013-01-10,10,October,2013,43.18,43.18,12.0,7.6,10.0,100.0,13034.0,43.18,1,2,Thursday,0,2014,2013-01,Medium,Medium Profit,High Discount,17.6,10.0,2.4,1,0,0
Government,France,Paseo,High,1594,10,350,557900.0,66948.0,490952.0,414440.0,76512.0,2014-01-11,11,November,2014,15.58,15.58,12.0,48.0,260.0,3400.0,76512.0,15.58,1,2,Saturday,1,2015,2014-01,Enterprise,High Profit,High Discount,308.0,260.0,42.0,0,0,0
Small Business,Germany,Paseo,High,1359,10,300,407700.0,48924.0,358776.0,339750.0,19026.0,2014-01-11,11,November,2014,5.3,5.3,12.0,14.0,250.0,2900.0,19026.0,5.3,1,2,Saturday,1,2015,2014-01,Enterprise,Medium Profit,High Discount,264.0,250.0,36.0,0,0,0
Small Business,Mexico,Paseo,High,2150,10,300,645000.0,77400.0,567600.0,537500.0,30100.0,2014-01-11,11,November,2014,5.3,5.3,12.0,14.0,250.0,2900.0,30100.0,5.3,1,2,Saturday,1,2015,2014-01,Enterprise,High Profit,High Discount,264.0,250.0,36.0,0,0,0
Government,Mexico,Paseo,High,1197,10,350,418950.0,50274.0,368676.0,311220.0,57456.0,2014-01-11,11,November,2014,15.58,15.58,12.0,48.0,260.0,3400.0,57456.0,15.58,1,2,Saturday,1,2015,2014-01,Enterprise,High Profit,High Discount,308.0,260.0,42.0,0,0,0
Midmarket,Mexico,Paseo,High,380,10,15,5700.0,684.0,5016.0,3800.0,1216.0,2013-01-12,12,December,2013,24.24,24.24,12.0,3.2,10.0,50.0,1216.0,24.24,1,2,Saturday,1,2014,2013-01,Small,Low Profit,High Discount,13.2,10.0,1.8,0,0,0
Government,Mexico,Paseo,High,1233,10,20,24660.0,2959.2,21700.8,12330.0,9370.8,2014-01-12,12,December,2014,43.18,43.18,12.0,7.6,10.0,100.0,9370.8,43.18,1,2,Sunday,1,2015,2014-01,Medium,Medium Profit,High Discount,17.6,10.0,2.4,1,0,0
Government,Mexico,Velo,High,1395,120,350,488250.0,58590.0,429660.0,362700.0,66960.0,2014-01-07,7,July,2014,15.58,15.58,12.0,48.0,260.0,191.67,66960.0,15.58,1,2,Tuesday,0,2015,2014-01,Enterprise,High Profit,High Discount,308.0,260.0,42.0,0,0,0
Government,United States Of America,Velo,High,986,120,350,345100.0,41412.0,303688.0,256360.0,47328.0,2014-01-10,10,October,2014,15.58,15.58,12.0,48.0,260.0,191.67,47328.0,15.58,1,2,Friday,0,2015,2014-01,Enterprise,High Profit,High Discount,308.0,260.0,42.0,0,0,0
Government,Mexico,Velo,High,905,120,20,18100.0,2172.0,15928.0,9050.0,6878.0,2014-01-10,10,October,2014,43.18,43.18,12.0,7.6,10.0,-83.33,6878.0,43.18,1,2,Friday,0,2015,2014-01,Medium,Medium Profit,High Discount,17.6,10.0,2.4,1,0,0
Channel Partners,Canada,Vtt,High,2109,250,12,25308.0,3036.96,22271.04,6327.0,15944.04,2014-01-05,5,May,2014,71.59,71.59,12.0,7.56,3.0,-95.2,15944.04,71.59,1,1,Sunday,1,2015,2014-01,Medium,Medium Profit,High Discount,10.56,3.0,1.44,1,0,0
Midmarket,France,Vtt,High,3874,250,15,58117.5,6974.1,51143.4,38745.0,12398.4,2014-01-07,7,July,2014,24.24,24.24,12.0,3.2,10.0,-94.0,12398.400000000001,24.24,1,2,Tuesday,0,2015,2014-01,Large,Medium Profit,High Discount,13.2,10.0,1.8,0,0,0
Government,Canada,Vtt,High,623,250,350,218050.0,26166.0,191884.0,161980.0,29904.0,2013-01-09,9,September,2013,15.58,15.58,12.0,48.0,260.0,40.0,29904.0,15.58,1,2,Wednesday,0,2014,2013-01,Enterprise,High Profit,High Discount,308.0,260.0,42.0,0,0,0
Government,United States Of America,Vtt,High,986,250,350,345100.0,41412.0,303688.0,256360.0,47328.0,2014-01-10,10,October,2014,15.58,15.58,12.0,48.0,260.0,40.0,47328.0,15.58,1,2,Friday,0,2015,2014-01,Enterprise,High Profit,High Discount,308.0,260.0,42.0,0,0,0
Enterprise,United States Of America,Vtt,High,2387,250,125,298375.0,35805.0,262570.0,286440.0,-23870.0,2014-01-11,11,November,2014,-9.09,-9.09,12.0,-10.0,120.0,-50.0,-23870.0,-9.09,1,2,Saturday,1,2015,2014-01,Enterprise,Loss,High Discount,110.0,120.0,15.0,0,1,0
Government,Mexico,Vtt,High,1233,250,20,24660.0,2959.2,21700.8,12330.0,9370.8,2014-01-12,12,December,2014,43.18,43.18,12.0,7.6,10.0,-92.0,9370.8,43.18,1,2,Sunday,1,2015,2014-01,Medium,Medium Profit,High Discount,17.6,10.0,2.4,1,0,0
Government,United States Of America,Amarilla,High,270,260,350,94500.0,11340.0,83160.0,70200.0,12960.0,2014-01-02,2,February,2014,15.58,15.58,12.0,48.0,260.0,34.62,12960.0,15.58,1,1,Thursday,0,2014,2014-01,Large,Medium Profit,High Discount,308.0,260.0,42.0,0,0,0
Government,France,Amarilla,High,3421,260,7,23950.5,2874.06,21076.44,17107.5,3968.939999999999,2014-01-07,7,July,2014,18.83,18.83,12.0,1.16,5.0,-97.31,3968.9399999999987,18.83,1,2,Tuesday,0,2015,2014-01,Medium,Low Profit,High Discount,6.16,5.0,0.84,0,0,0
Government,Canada,Amarilla,High,2734,260,7,19138.0,2296.56,16841.44,13670.0,3171.4399999999987,2014-01-10,10,October,2014,18.83,18.83,12.0,1.16,5.0,-97.31,3171.4399999999987,18.83,1,2,Friday,0,2015,2014-01,Medium,Low Profit,High Discount,6.16,5.0,0.84,0,0,0
Midmarket,United States Of America,Amarilla,High,2548,260,15,38220.0,4586.4,33633.6,25480.0,8153.5999999999985,2013-01-11,11,November,2013,24.24,24.24,12.0,3.2,10.0,-94.23,8153.5999999999985,24.24,1,2,Friday,0,2014,2013-01,Medium,Medium Profit,High Discount,13.2,10.0,1.8,0,0,0
Government,France,Carretera,High,2521,3,20,50430.0,6051.6,44378.4,25215.0,19163.4,2014-01-01,1,January,2014,43.18,43.18,12.0,7.6,10.0,566.67,19163.4,43.18,1,1,Wednesday,0,2014,2014-01,Medium,Medium Profit,High Discount,17.6,10.0,2.4,1,0,0
Channel Partners,Mexico,Montana,High,2661,5,12,31932.0,3831.84,28100.16,7983.0,20117.16,2014-01-05,5,May,2014,71.59,71.59,12.0,7.56,3.0,140.0,20117.16,71.59,1,1,Sunday,1,2015,2014-01,Medium,High Profit,High Discount,10.56,3.0,1.44,1,0,0
Government,Germany,Paseo,High,1531,10,20,30620.0,3674.4,26945.6,15310.0,11635.6,2014-01-12,12,December,2014,43.18,43.18,12.0,7.6,10.0,100.0,11635.599999999999,43.18,1,2,Sunday,1,2015,2014-01,Medium,Medium Profit,High Discount,17.6,10.0,2.4,1,0,0
Government,France,Vtt,High,1491,250,7,10437.0,1252.44,9184.56,7455.0,1729.5599999999995,2014-01-03,3,March,2014,18.83,18.83,12.0,1.16,5.0,-97.2,1729.5599999999995,18.83,1,1,Friday,0,2014,2014-01,Small,Low Profit,High Discount,6.16,5.0,0.84,0,0,0
Government,Germany,Vtt,High,1531,250,20,30620.0,3674.4,26945.6,15310.0,11635.6,2014-01-12,12,December,2014,43.18,43.18,12.0,7.6,10.0,-92.0,11635.599999999999,43.18,1,2,Sunday,1,2015,2014-01,Medium,Medium Profit,High Discount,17.6,10.0,2.4,1,0,0
Channel Partners,Canada,Amarilla,High,2761,260,12,33132.0,3975.84,29156.16,8283.0,20873.16,2013-01-09,9,September,2013,71.59,71.59,12.0,7.56,3.0,-95.38,20873.16,71.59,1,2,Wednesday,0,2014,2013-01,Medium,High Profit,High Discount,10.56,3.0,1.44,1,0,0
Midmarket,United States Of America,Carretera,High,2567,3,15,38505.0,5005.65,33499.35,25670.0,7829.3499999999985,2014-01-06,6,June,2014,23.37,23.37,13.0,3.05,10.0,400.0,7829.3499999999985,23.37,1,2,Monday,0,2015,2014-01,Medium,Medium Profit,High Discount,13.05,10.0,1.95,0,0,0
Midmarket,United States Of America,Vtt,High,2567,250,15,38505.0,5005.65,33499.35,25670.0,7829.3499999999985,2014-01-06,6,June,2014,23.37,23.37,13.0,3.05,10.0,-94.0,7829.3499999999985,23.37,1,2,Monday,0,2015,2014-01,Medium,Medium Profit,High Discount,13.05,10.0,1.95,0,0,0
Government,Canada,Carretera,High,923,3,350,323050.0,41996.5,281053.5,239980.0,41073.5,2014-01-03,3,March,2014,14.61,14.61,13.0,44.5,260.0,11566.67,41073.5,14.61,1,1,Friday,0,2014,2014-01,Enterprise,High Profit,High Discount,304.5,260.0,45.5,0,0,0
Government,France,Carretera,High,1790,3,350,626500.0,81445.0,545055.0,465400.0,79655.0,2014-01-03,3,March,2014,14.61,14.61,13.0,44.5,260.0,11566.67,79655.0,14.61,1,1,Friday,0,2014,2014-01,Enterprise,High Profit,High Discount,304.5,260.0,45.5,0,0,0
Government,Germany,Carretera,High,442,3,20,8840.0,1149.2,7690.8,4420.0,3270.8,2013-01-09,9,September,2013,42.53,42.53,13.0,7.4,10.0,566.67,3270.8,42.53,1,2,Wednesday,0,2014,2013-01,Small,Low Profit,High Discount,17.4,10.0,2.6,1,0,0
Government,United States Of America,Montana,High,982,5,350,343875.0,44703.75,299171.25,255450.0,43721.25,2014-01-01,1,January,2014,14.61,14.61,13.0,44.52,260.13,6900.0,43721.25,14.61,1,1,Wednesday,0,2014,2014-01,Enterprise,High Profit,High Discount,304.66,260.13,45.52,0,0,0
Government,United States Of America,Montana,High,1298,5,7,9086.0,1181.18,7904.82,6490.0,1414.8199999999997,2014-01-02,2,February,2014,17.9,17.9,13.0,1.09,5.0,40.0,1414.8199999999997,17.9,1,1,Thursday,0,2014,2014-01,Small,Low Profit,High Discount,6.09,5.0,0.91,0,0,0
Channel Partners,Mexico,Montana,High,604,5,12,7248.0,942.24,6305.76,1812.0,4493.76,2014-01-06,6,June,2014,71.26,71.26,13.0,7.44,3.0,140.0,4493.76,71.26,1,2,Monday,0,2015,2014-01,Small,Low Profit,High Discount,10.44,3.0,1.56,1,0,0
Government,Mexico,Montana,High,2255,5,20,45100.0,5863.0,39237.0,22550.0,16687.0,2014-01-07,7,July,2014,42.53,42.53,13.0,7.4,10.0,300.0,16687.0,42.53,1,2,Tuesday,0,2015,2014-01,Medium,Medium Profit,High Discount,17.4,10.0,2.6,1,0,0
Government,Canada,Montana,High,1249,5,20,24980.0,3247.4,21732.6,12490.0,9242.6,2014-01-10,10,October,2014,42.53,42.53,13.0,7.4,10.0,300.0,9242.599999999999,42.53,1,2,Friday,0,2015,2014-01,Medium,Medium Profit,High Discount,17.4,10.0,2.6,1,0,0
Government,United States Of America,Paseo,High,1438,10,7,10069.5,1309.04,8760.46,7192.5,1567.9699999999991,2014-01-01,1,January,2014,17.9,17.9,13.0,1.09,5.0,-30.0,1567.9599999999991,17.9,1,1,Wednesday,0,2014,2014-01,Small,Low Profit,High Discount,6.09,5.0,0.91,0,0,0
Small Business,Germany,Paseo,High,807,10,300,242100.0,31473.0,210627.0,201750.0,8877.0,2014-01-01,1,January,2014,4.21,4.21,13.0,11.0,250.0,2900.0,8877.0,4.21,1,1,Wednesday,0,2014,2014-01,Enterprise,Medium Profit,High Discount,261.0,250.0,39.0,0,0,0
Government,United States Of America,Paseo,High,2641,10,20,52820.0,6866.6,45953.4,26410.0,19543.4,2014-01-02,2,February,2014,42.53,42.53,13.0,7.4,10.0,100.0,19543.4,42.53,1,1,Thursday,0,2014,2014-01,Medium,Medium Profit,High Discount,17.4,10.0,2.6,1,0,0
Government,Germany,Paseo,High,2708,10,20,54160.0,7040.8,47119.2,27080.0,20039.2,2014-01-02,2,February,2014,42.53,42.53,13.0,7.4,10.0,100.0,20039.199999999997,42.53,1,1,Thursday,0,2014,2014-01,Medium,High Profit,High Discount,17.4,10.0,2.6,1,0,0
Government,Canada,Paseo,High,2632,10,350,921200.0,119756.0,801444.0,684320.0,117124.0,2014-01-06,6,June,2014,14.61,14.61,13.0,44.5,260.0,3400.0,117124.0,14.61,1,2,Monday,0,2015,2014-01,Enterprise,High Profit,High Discount,304.5,260.0,45.5,0,0,0
